member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA102043,67,10,38960.99,3360409.55,-4.84,7,20,2,Yes,Conservative,Government,Low,6,Medium Risk,0
MSA102044,48,10,15229.68,1824690.82,-9.24,5,37,6,Yes,Growth,Government,Medium,8,High Risk,0
MSA102045,35,12,26549.54,3208890.4,0.08,5,48,5,Yes,High Growth,Self Employed,Low,4,Medium Risk,0
MSA102046,63,9,21470.23,3067796.08,-8.65,5,41,2,No,Conservative,Self Employed,Low,0,Medium Risk,0
MSA102047,47,1,13140.17,3272958.25,10.77,9,7,3,Yes,Balanced,SME,Medium,1,Medium Risk,0
MSA102048,42,5,36944.61,3163057.06,14.57,5,52,9,Yes,Growth,Self Employed,Medium,9,Low Risk,0
MSA102049,70,20,31057.42,4475538.04,16.62,4,54,13,Yes,High Growth,Government,High,1,Medium Risk,0
MSA102050,52,8,27030.38,1077012.49,6.47,4,58,4,No,Conservative,SME,High,8,Medium Risk,0
MSA102051,48,11,20138.04,2084280.04,18.4,3,14,8,No,Growth,SME,Medium,9,Medium Risk,0
MSA102052,74,12,25761.64,3196767.55,-9.83,9,11,13,Yes,Growth,Corporate,Medium,6,Medium Risk,0
MSA102053,40,1,9448.28,1583167.31,-5.98,2,7,5,No,Balanced,Self Employed,High,1,Medium Risk,1
MSA102054,30,22,22748.4,5031442.95,-1.21,9,29,12,No,Growth,Private,High,0,High Risk,0
MSA102055,53,20,32505.66,1502000.79,13.67,4,10,3,Yes,High Growth,Private,High,4,Medium Risk,0
MSA102056,36,11,31831.79,2554874.96,16.56,9,29,10,Yes,Conservative,Corporate,Medium,0,Low Risk,0
MSA102057,54,5,24303.99,4502082.98,8.54,8,9,10,Yes,Growth,Government,Medium,8,Medium Risk,0
MSA102058,50,15,18055.98,662760.13,1.5,6,36,6,Yes,Growth,Corporate,High,2,Medium Risk,0
MSA102059,44,5,15372.91,4195063.61,9.98,7,48,1,No,High Growth,Government,Low,1,Medium Risk,0
MSA102060,30,12,30775.96,3047403.43,-4.57,4,10,3,Yes,Balanced,Self Employed,Low,5,Medium Risk,0
MSA102061,41,5,25395.99,243427.1,3.74,6,19,4,No,Balanced,Self Employed,High,2,Medium Risk,0
MSA102062,36,17,12192.39,4712437.82,5.23,4,56,3,Yes,Conservative,SME,Medium,4,Low Risk,0
MSA102063,44,17,35819.36,355857.34,-6.85,5,31,3,Yes,High Growth,SME,Medium,9,Low Risk,0
MSA102064,50,24,9752.54,2723965.09,-8.98,8,17,10,Yes,Balanced,SME,Low,7,Medium Risk,1
MSA102065,48,12,32249.55,418425.67,12.5,3,9,12,No,Conservative,SME,High,9,High Risk,0
MSA102066,58,24,24056.5,500660.49,6.04,9,45,8,Yes,Conservative,Private,Low,1,High Risk,0
MSA102067,54,15,43450.28,4473054.36,-0.03,4,33,13,No,Balanced,SME,Low,4,Low Risk,1
MSA102068,62,15,22249.97,3903316.46,3.12,6,34,10,Yes,High Growth,SME,High,7,Low Risk,0
MSA102069,61,6,37062.59,1147101.81,18.73,9,45,12,Yes,Growth,SME,Low,0,Medium Risk,0
MSA102070,64,12,14538.61,3214606.47,1.55,7,24,1,Yes,Balanced,Government,Medium,9,Low Risk,0
MSA102071,73,20,31544.5,4206070.86,-6.9,7,9,5,No,Growth,SME,Low,9,Medium Risk,1
MSA102072,67,18,39598.62,4562736.67,3.91,7,7,13,Yes,Growth,Corporate,High,3,Medium Risk,0
MSA102073,55,14,33069.83,2513298.29,9.44,9,16,7,Yes,High Growth,SME,Medium,4,Medium Risk,0
MSA102074,40,2,22612.6,4503617.39,-9.64,3,19,7,No,High Growth,SME,Medium,9,Medium Risk,0
MSA102075,64,9,34087.74,2796270.86,-0.03,7,39,10,Yes,Conservative,Private,Low,2,Medium Risk,1
MSA102076,37,5,8103.28,3555378.81,1.81,5,6,6,No,High Growth,SME,Medium,1,Medium Risk,0
MSA102077,43,20,25065.58,5135592.33,3.91,1,50,9,Yes,Conservative,Government,High,2,Medium Risk,0
MSA102078,39,1,34063.75,1340556.36,-0.95,2,51,10,Yes,Balanced,Self Employed,Low,4,Medium Risk,1
MSA102079,31,23,19140.6,941246.32,10.01,4,11,3,Yes,Growth,SME,Medium,6,Low Risk,0
MSA102080,38,3,18665.94,1859843.18,18.34,6,12,6,Yes,High Growth,SME,High,1,Low Risk,0
MSA102081,32,6,19519.05,911717.16,17.42,9,58,12,No,Balanced,SME,Low,6,Low Risk,0
MSA102082,50,5,28648.51,1477743.89,9.93,8,42,9,No,Conservative,Private,High,5,High Risk,0
MSA102083,55,21,10576.23,3851335.35,5.21,6,13,5,Yes,High Growth,Self Employed,Medium,6,Medium Risk,0
MSA102084,37,5,17189.17,2594342.98,14.77,2,12,10,Yes,Growth,Private,Low,6,Medium Risk,0
MSA102085,31,1,22117.24,1920644.41,15.08,4,21,5,No,Balanced,Private,Low,8,Medium Risk,0
MSA102086,35,17,33245.75,1972442.83,14.89,4,10,1,Yes,High Growth,Private,Medium,6,Medium Risk,0
MSA102087,57,19,12575.42,1096345.38,-5.26,7,20,7,Yes,High Growth,Government,High,5,Medium Risk,0
MSA102088,58,14,26323.08,2456456.7,-9.24,2,50,7,No,Balanced,Self Employed,Medium,9,Low Risk,0
MSA102089,55,12,25467.97,3229261.02,19.5,6,36,13,Yes,Conservative,Government,Low,7,Medium Risk,0
MSA102090,54,10,36631.99,968598.43,18.79,9,28,10,No,Conservative,Government,Low,6,Medium Risk,0
MSA102091,41,20,38994.2,4899509.66,6.93,7,24,6,Yes,High Growth,Self Employed,Medium,5,Medium Risk,0
MSA102092,34,21,15065.09,2397635.82,19.79,8,5,10,No,Conservative,Government,High,3,Medium Risk,0
MSA102093,63,18,25517.24,4986610.54,13.12,7,37,8,Yes,Conservative,Self Employed,Medium,6,Medium Risk,0
MSA102094,66,24,26865.01,847165.69,5.52,3,12,7,Yes,Balanced,SME,High,7,Medium Risk,0
MSA102095,44,11,20102.8,3953532.97,1.68,2,58,13,Yes,Conservative,Private,High,7,Medium Risk,0
MSA102096,73,2,24035.89,3231632.35,7.79,8,35,8,Yes,Conservative,Government,Low,3,Medium Risk,0
MSA102097,65,18,31075.07,4328958.39,5.47,7,40,14,Yes,Balanced,Self Employed,High,9,Medium Risk,0
MSA102098,44,7,38238.98,3245037.72,19.81,6,54,8,No,High Growth,Corporate,Low,8,High Risk,0
MSA102099,72,24,26681.13,4949962.33,4.71,3,2,5,Yes,High Growth,Government,High,2,Medium Risk,0
MSA102100,52,15,16383.17,3161747.56,15.08,6,50,1,Yes,Balanced,Government,High,8,Medium Risk,0
MSA102101,35,11,25209.58,4040295.42,14.41,1,41,11,Yes,Growth,Self Employed,Low,2,Low Risk,0
MSA102102,73,18,21672.13,4452360.77,-7.86,2,45,6,No,Balanced,Corporate,High,6,Medium Risk,0
MSA102103,72,23,33354.29,3752202.18,-7.39,4,39,2,No,Growth,Corporate,Medium,3,Medium Risk,0
MSA102104,74,12,35730.38,2840678.45,9.79,5,42,12,Yes,Conservative,SME,High,4,Medium Risk,0
MSA102105,50,6,29659.9,1565575.54,-2.23,2,9,6,Yes,High Growth,Government,Low,2,Low Risk,1
MSA102106,52,20,10179.46,4473367.44,9.73,2,22,8,Yes,Growth,Private,Low,1,Medium Risk,0
MSA102107,72,23,27250.55,2547319.35,-5.66,8,47,9,Yes,Growth,Government,Medium,7,Medium Risk,0
MSA102108,45,13,15217.13,3179894.72,1.91,6,5,13,No,Conservative,Private,High,6,High Risk,0
MSA102109,44,20,18345.19,500185.36,-6.93,6,12,9,Yes,High Growth,Private,Medium,6,Medium Risk,0
MSA102110,54,16,36996.93,2680787.05,-1.54,5,1,1,Yes,Conservative,Self Employed,High,7,High Risk,0
MSA102111,65,18,13661.81,3541177.34,-7.35,10,44,13,Yes,High Growth,Government,Medium,0,High Risk,0
MSA102112,40,10,30799.2,2990045.95,19.12,1,22,12,No,High Growth,Self Employed,Low,7,Medium Risk,0
MSA102113,44,23,28446.59,2296668.54,1.85,3,38,5,No,Conservative,SME,Low,9,Medium Risk,0
MSA102114,33,8,33115.25,1196704.22,17.04,7,51,12,No,Growth,Private,Medium,4,Medium Risk,0
MSA102115,50,18,37649.86,1728658.49,19.14,2,19,5,Yes,Balanced,Corporate,High,7,Medium Risk,0
MSA102116,42,21,27734.24,3602643.57,17.29,6,16,8,No,High Growth,Private,High,8,Low Risk,0
MSA102117,51,1,25767.42,1173057.96,3.65,6,31,12,No,High Growth,SME,Low,1,Medium Risk,1
MSA102118,48,23,12089.74,3226377.75,13.37,10,51,8,Yes,Balanced,Private,High,2,Medium Risk,0
MSA102119,63,8,21765.52,3049365.18,-5.39,9,3,14,No,Balanced,Self Employed,Medium,5,Medium Risk,1
MSA102120,43,6,21951.75,4966224.52,-7.16,10,23,12,No,Conservative,Government,Medium,8,Medium Risk,0
MSA102121,33,5,32699.06,432898.12,16.31,2,42,4,No,High Growth,Corporate,High,9,Low Risk,0
MSA102122,56,15,31012.02,626319.91,-9.07,9,59,13,No,Conservative,Self Employed,Low,9,Medium Risk,1
MSA102123,58,22,25676.47,2677287.15,19.17,2,18,4,Yes,Balanced,Government,Low,7,Medium Risk,0
MSA102124,57,15,16038.51,2810622.64,10.16,7,26,8,Yes,Conservative,Corporate,Low,5,Medium Risk,0
MSA102125,64,2,17556.54,482578.91,2.59,7,13,7,Yes,High Growth,SME,Low,4,High Risk,0
MSA102126,37,1,27614.29,4163349.33,-5.76,2,58,6,Yes,Growth,Private,Low,2,Medium Risk,1
MSA102127,45,23,35223.57,2542910.32,11.7,7,18,7,Yes,Growth,Corporate,Medium,3,Low Risk,0
MSA102128,71,23,36618.94,1772623.55,6.89,1,3,5,Yes,High Growth,SME,High,6,Medium Risk,0
MSA102129,65,11,19117.66,1764368.16,11.33,4,58,2,No,Conservative,Government,Medium,6,Medium Risk,0
MSA102130,59,10,17019.79,4524669.55,2.54,9,23,6,No,Balanced,Corporate,Low,2,Medium Risk,0
MSA102131,47,18,30139.31,1114301.69,-8.01,3,3,7,Yes,Balanced,SME,Low,3,Medium Risk,1
MSA102132,31,18,39279.54,927285.64,-0.55,2,55,14,No,Growth,Government,High,2,Medium Risk,0
MSA102133,42,17,25197.79,1268804.72,-0.55,5,25,7,No,Conservative,Self Employed,High,1,Medium Risk,0
MSA102134,33,8,35384.7,3389960.61,-9.74,9,27,0,Yes,Balanced,Private,High,5,Medium Risk,0
MSA102135,55,15,21018.47,4310581.74,-9.71,2,58,6,Yes,Balanced,SME,Medium,6,Low Risk,0
MSA102136,54,8,33513.73,1822036.53,-0.08,4,44,2,No,High Growth,Self Employed,High,3,Medium Risk,0
MSA102137,59,17,38145.32,1152138.89,11.83,9,27,1,No,Conservative,Government,Medium,4,Medium Risk,0
MSA102138,40,12,24325.6,1267740.13,8.72,2,52,13,Yes,Conservative,Corporate,Low,7,Low Risk,0
MSA102139,36,8,28471.98,3307278.7,-2.83,4,39,1,Yes,Balanced,Private,Medium,8,Low Risk,0
MSA102140,60,14,28662.79,1401285.37,8.08,8,25,13,No,Conservative,Government,High,6,Low Risk,0
MSA102141,73,4,23140.67,4569643.15,9.42,6,24,14,Yes,Conservative,SME,Medium,9,Medium Risk,0
MSA102142,39,1,34008.46,569556.2,5.68,8,8,13,Yes,Conservative,Private,Medium,0,High Risk,1
MSA102143,68,1,31963.51,444368.24,5.64,2,9,7,Yes,High Growth,Self Employed,Medium,2,Medium Risk,0
MSA102144,42,19,29699.61,517068.32,1.09,9,46,8,No,Balanced,Private,High,4,High Risk,0
MSA102145,60,16,10534.13,4339118.45,-6.3,9,37,2,No,Growth,Self Employed,Medium,2,High Risk,0
MSA102146,36,14,33893.37,3290020.12,1.56,2,30,13,Yes,Conservative,Government,High,0,Medium Risk,0
MSA102147,71,21,28175.55,4854217.93,0.36,1,53,2,Yes,Balanced,Corporate,Medium,1,Medium Risk,0
MSA102148,71,16,18780.27,1757765.88,7.76,10,19,5,No,Growth,Private,Medium,7,Medium Risk,0
MSA102149,65,5,29477.5,1112411.73,15.69,5,53,10,Yes,High Growth,Corporate,Medium,6,Low Risk,0
MSA102150,49,9,9107.79,2919806.43,1.26,6,16,9,No,Balanced,Corporate,High,9,Low Risk,0
MSA102151,33,2,18991.47,2763477.98,11.29,7,24,0,No,High Growth,Private,High,2,Medium Risk,0
MSA102152,36,18,18653.16,2984339.74,14.35,8,44,5,Yes,Balanced,Private,High,3,Low Risk,0
MSA102153,30,6,37256.84,1849391.62,-3.65,8,21,11,No,High Growth,Corporate,Low,2,Medium Risk,1
MSA102154,73,9,34934.55,205000.85,17.05,3,36,2,Yes,Balanced,SME,High,3,Medium Risk,0
MSA102155,74,1,22543.46,416277.68,-7.89,3,40,10,Yes,High Growth,SME,Medium,7,Medium Risk,1
MSA102156,71,9,28561.19,3403197.98,17.05,9,39,3,Yes,Growth,Private,Low,8,High Risk,0
MSA102157,42,16,28188.43,2662685.34,-5.09,8,47,8,Yes,Balanced,Corporate,High,6,Medium Risk,0
MSA102158,51,13,11102.35,4349545.74,0.12,7,6,2,Yes,Growth,Corporate,High,8,Medium Risk,0
MSA102159,50,9,23681.5,1600464.8,8.16,10,5,0,No,Conservative,Government,Low,8,Medium Risk,0
MSA102160,51,21,34288.31,4199366.57,17.17,8,14,2,Yes,Growth,Corporate,Low,6,Low Risk,0
MSA102161,57,13,31074.09,2286073.5,-2.33,3,53,6,Yes,Balanced,SME,High,6,Low Risk,0
MSA102162,38,9,30999.8,756832.01,12.91,9,45,12,No,Growth,Government,Low,7,Low Risk,0
MSA102163,55,11,23932.7,4928038.23,11.31,5,42,6,No,Balanced,SME,Medium,9,Medium Risk,0
MSA102164,38,4,29070.98,2807612.85,-5.21,1,50,10,No,High Growth,Self Employed,Medium,2,Low Risk,0
MSA102165,44,2,12408.73,3248842.64,4.38,4,4,4,Yes,Conservative,Private,Medium,7,Medium Risk,0
MSA102166,39,6,38871.55,3404778.07,4.45,8,8,13,Yes,Growth,Self Employed,High,0,High Risk,0
MSA102167,53,14,24734.61,1979941.65,-0.86,10,24,0,Yes,Conservative,Private,Medium,5,Medium Risk,0
MSA102168,71,4,34934.29,3802002.18,13.4,3,11,10,Yes,Growth,SME,Low,1,Medium Risk,0
MSA102169,37,6,26337.97,4493731.0,17.78,3,17,7,Yes,Balanced,SME,Medium,6,Low Risk,0
MSA102170,53,19,26384.44,2060606.53,11.5,6,50,9,Yes,Growth,Self Employed,Low,2,High Risk,0
MSA102171,45,6,28092.15,3512196.39,19.19,8,21,7,Yes,Conservative,Private,Medium,9,Medium Risk,0
MSA102172,55,2,17123.6,3985786.93,-8.49,8,57,9,Yes,Growth,Private,Low,4,Medium Risk,1
MSA102173,56,18,22219.51,1017114.19,-8.88,6,26,11,Yes,Conservative,Government,Medium,9,High Risk,0
MSA102174,66,13,22212.36,1728822.62,16.82,7,43,9,Yes,Conservative,Corporate,Medium,1,Medium Risk,0
MSA102175,33,9,31037.78,653485.44,16.93,3,48,12,Yes,Balanced,Government,Medium,0,Medium Risk,0
MSA102176,53,23,20792.28,3272569.9,-6.79,5,44,9,Yes,High Growth,SME,Low,4,Medium Risk,1
MSA102177,48,19,27108.18,4177562.59,0.72,3,45,1,Yes,High Growth,Self Employed,Low,8,Medium Risk,0
MSA102178,65,13,19395.06,3080192.35,15.06,9,27,9,Yes,Growth,Private,Medium,8,Medium Risk,0
MSA102179,68,11,19209.88,1074166.96,-6.14,2,16,2,Yes,Conservative,Government,Low,6,Medium Risk,0
MSA102180,39,1,19752.98,2762289.03,-1.98,7,55,3,Yes,Balanced,Self Employed,Low,8,Medium Risk,1
MSA102181,54,24,27381.23,4230998.04,10.43,3,26,0,Yes,High Growth,Self Employed,High,3,Medium Risk,0
MSA102182,47,22,25754.61,1656282.74,19.46,5,53,3,Yes,Balanced,Corporate,Medium,2,Medium Risk,0
MSA102183,48,7,33110.45,4336979.94,13.91,4,33,4,No,Balanced,Private,Low,3,Medium Risk,0
MSA102184,65,21,14303.73,4040272.25,13.32,4,31,2,No,Conservative,Self Employed,Low,6,Low Risk,0
MSA102185,39,15,29645.69,393850.0,0.28,3,48,13,Yes,Growth,Private,Low,7,Low Risk,0
MSA102186,62,1,17450.52,1372142.33,9.84,8,47,10,Yes,Conservative,Government,Low,1,Medium Risk,1
MSA102187,34,12,30399.93,2891442.91,-6.61,4,6,14,Yes,High Growth,Self Employed,High,4,Low Risk,1
MSA102188,64,7,35476.02,3828795.98,19.77,8,44,9,Yes,High Growth,Self Employed,Low,4,Medium Risk,0
MSA102189,73,15,30525.21,4416598.1,4.42,5,8,1,Yes,Balanced,Government,Low,8,Medium Risk,0
MSA102190,63,21,40918.46,3377487.48,9.16,6,7,12,No,Conservative,Private,High,2,Medium Risk,0
MSA102191,62,19,18223.37,2041606.65,16.29,6,34,5,No,Conservative,Private,Medium,5,Medium Risk,0
MSA102192,50,1,27306.69,1118629.67,-9.97,10,44,7,Yes,Balanced,Self Employed,Medium,9,Medium Risk,0
MSA102193,46,17,27533.94,3920756.48,19.28,4,53,6,No,Growth,Government,High,4,Medium Risk,0
MSA102194,51,17,22587.28,1296309.72,0.77,3,14,10,Yes,Balanced,SME,Medium,1,Low Risk,0
MSA102195,66,3,36765.16,3536720.08,0.19,9,16,13,Yes,Balanced,Private,Medium,1,Medium Risk,0
MSA102196,44,12,20375.87,1108826.51,-5.65,3,43,0,Yes,High Growth,SME,High,3,Medium Risk,0
MSA102197,64,6,25966.38,609092.56,15.75,9,52,3,Yes,Conservative,Self Employed,Low,3,Low Risk,0
MSA102198,57,11,24757.54,1340345.11,16.13,2,9,2,Yes,High Growth,SME,High,6,Medium Risk,0
MSA102199,36,3,35580.79,1509415.54,-9.4,7,10,5,No,Balanced,SME,High,0,Medium Risk,0
MSA102200,61,8,40403.47,3487362.22,-8.33,2,17,8,Yes,Conservative,Private,High,5,Low Risk,0
MSA102201,40,14,18177.38,997150.67,17.55,9,12,8,Yes,Balanced,Self Employed,High,8,Low Risk,0
MSA102202,39,14,23437.25,4829322.22,-6.31,6,6,6,No,Balanced,SME,High,1,Medium Risk,0
MSA102203,38,10,30095.35,2826999.35,8.63,4,19,14,No,Growth,Private,Low,4,Medium Risk,0
MSA102204,43,2,36627.09,2721938.07,8.59,2,43,11,No,High Growth,SME,Medium,9,Low Risk,0
MSA102205,42,14,20423.61,2414440.85,16.09,4,41,8,No,High Growth,Private,High,9,Low Risk,0
MSA102206,54,9,28683.84,3048320.67,7.18,7,53,7,Yes,Balanced,Self Employed,Low,3,Medium Risk,0
MSA102207,31,3,38768.2,383063.49,3.02,4,29,4,Yes,Growth,Government,High,3,Medium Risk,0
MSA102208,64,21,30264.11,5150766.55,19.23,3,6,8,Yes,Balanced,Private,Low,7,Medium Risk,0
MSA102209,36,8,25353.32,2972286.66,-3.14,6,59,13,Yes,Balanced,Private,Medium,5,Medium Risk,0
MSA102210,50,16,26395.12,361600.26,-2.12,5,25,6,Yes,Balanced,SME,Low,6,Medium Risk,0
MSA102211,47,2,38636.51,3114308.14,-7.46,2,57,4,No,Growth,Self Employed,Low,8,Medium Risk,1
MSA102212,32,6,34915.51,2399833.85,19.26,2,24,14,Yes,Conservative,Corporate,Medium,2,Medium Risk,0
MSA102213,71,21,30677.99,379760.6,11.19,7,25,7,Yes,Growth,Corporate,Medium,1,High Risk,0
MSA102214,68,12,26240.91,4771924.32,-9.64,10,16,14,Yes,Balanced,Government,Low,2,Medium Risk,1
MSA102215,70,5,24042.49,110591.02,11.13,3,52,6,Yes,Conservative,Self Employed,High,7,High Risk,0
MSA102216,40,2,27804.35,3039101.8,2.12,8,16,8,Yes,Balanced,Private,High,8,High Risk,0
MSA102217,68,16,22004.85,4851727.2,19.03,2,6,9,No,Growth,Corporate,Medium,9,Low Risk,0
MSA102218,53,5,31209.8,1378918.26,-1.68,4,37,0,Yes,Growth,Government,High,4,Medium Risk,0
MSA102219,48,15,22550.36,1462963.42,11.31,6,21,14,Yes,Conservative,Self Employed,Medium,7,Medium Risk,0
MSA102220,33,12,40823.85,188721.49,8.82,3,4,12,No,Growth,Government,Low,6,Medium Risk,1
MSA102221,55,4,27064.6,404761.3,-9.64,6,34,8,Yes,Balanced,Corporate,Low,8,Medium Risk,0
MSA102222,67,15,23934.65,348165.64,16.56,9,28,14,Yes,Conservative,SME,High,3,Medium Risk,0
MSA102223,71,11,18187.25,4325142.6,-5.81,9,38,6,No,High Growth,SME,Medium,9,Medium Risk,0
MSA102224,61,16,31272.85,4250765.97,9.91,2,41,0,Yes,Balanced,Self Employed,High,2,Low Risk,0
MSA102225,68,23,33512.9,3761708.42,13.27,3,28,0,No,High Growth,Government,High,8,Medium Risk,0
MSA102226,74,6,26587.73,1942778.81,8.93,10,17,4,Yes,Conservative,Private,Low,7,High Risk,0
MSA102227,65,14,19633.2,4323671.53,-7.09,3,14,7,No,Conservative,Corporate,High,6,High Risk,0
MSA102228,69,18,17630.78,2835383.88,19.26,7,7,8,Yes,Balanced,SME,Low,0,High Risk,0
MSA102229,66,12,35279.58,1751681.87,-2.9,3,22,11,No,Growth,SME,Medium,1,Medium Risk,0
MSA102230,62,11,30716.75,2423765.01,8.84,4,51,5,No,Balanced,Government,High,8,Low Risk,0
MSA102231,65,13,29822.74,532847.46,13.92,3,1,11,No,Growth,SME,Low,4,Medium Risk,1
MSA102232,32,21,34162.33,4843564.0,18.18,9,29,12,Yes,Growth,Government,High,0,Low Risk,0
MSA102233,38,23,27275.84,3146365.27,8.12,9,52,9,Yes,Balanced,Corporate,Medium,8,High Risk,0
MSA102234,37,11,22272.79,3853389.02,-2.23,4,31,11,Yes,Conservative,Government,High,0,Medium Risk,0
MSA102235,62,23,26508.92,3532128.68,15.1,8,30,7,Yes,Balanced,SME,High,7,Medium Risk,0
MSA102236,35,16,34205.64,3413381.42,-5.1,4,57,14,Yes,High Growth,Government,Low,4,Medium Risk,1
MSA102237,70,15,32166.39,347667.88,-9.33,2,15,5,No,Conservative,SME,Medium,5,High Risk,0
MSA102238,68,21,33402.04,2888756.83,17.24,8,18,10,Yes,Growth,Self Employed,Medium,0,High Risk,0
MSA102239,33,15,21171.99,4129838.63,7.26,6,35,5,No,Conservative,SME,Medium,1,Low Risk,0
MSA102240,42,4,18152.29,441721.31,-7.91,3,50,3,Yes,Balanced,SME,High,6,Medium Risk,0
MSA102241,31,11,7973.19,4808207.14,7.39,3,30,10,Yes,Conservative,SME,Low,1,Medium Risk,0
MSA102242,34,19,11238.8,2222453.43,-5.65,10,34,4,Yes,Growth,Self Employed,High,4,Medium Risk,0
MSA102243,73,15,33251.86,1587909.69,-9.06,9,42,13,No,Growth,Private,High,8,High Risk,0
MSA102244,56,4,27987.72,2925700.74,-6.5,8,11,1,Yes,Conservative,SME,High,4,Medium Risk,0
MSA102245,61,21,23249.79,4105095.23,13.25,2,27,2,No,High Growth,Private,Medium,2,Medium Risk,0
MSA102246,50,13,30366.14,2523033.56,12.67,8,24,2,No,Growth,Corporate,Low,5,High Risk,0
MSA102247,37,22,29325.09,3287493.1,8.13,3,35,13,No,High Growth,Government,Medium,6,Medium Risk,0
MSA102248,67,19,31014.22,2660079.22,-3.72,10,39,11,Yes,Growth,Private,High,9,Medium Risk,0
MSA102249,37,2,21299.03,3187439.67,12.17,1,8,10,Yes,Conservative,Corporate,High,9,Low Risk,1
MSA102250,32,14,36737.71,818224.03,2.24,4,51,4,No,Growth,Government,Low,7,Medium Risk,0
MSA102251,73,4,28255.65,301939.76,5.32,5,18,13,No,High Growth,SME,Medium,2,Medium Risk,0
MSA102252,32,16,16750.22,897493.96,16.93,8,13,4,Yes,High Growth,SME,High,3,High Risk,0
MSA102253,51,21,10082.67,1508090.82,3.74,8,45,5,Yes,Conservative,SME,High,9,Medium Risk,0
MSA102254,35,20,16335.84,1444565.51,8.79,4,24,4,No,High Growth,Self Employed,Low,3,Medium Risk,0
MSA102255,31,14,18273.13,3327772.98,18.85,6,51,11,No,High Growth,Self Employed,High,1,Medium Risk,0
MSA102256,52,15,32175.7,2462282.65,3.54,9,23,5,Yes,Conservative,Self Employed,Medium,6,Medium Risk,0
MSA102257,73,3,39109.28,277901.31,6.82,1,12,7,Yes,Growth,Self Employed,Medium,3,Low Risk,0
MSA102258,31,8,27463.24,232368.24,7.53,8,49,14,Yes,Conservative,Corporate,High,3,Medium Risk,0
MSA102259,67,16,31196.84,725899.61,-2.78,10,30,1,Yes,Growth,Corporate,High,7,Medium Risk,0
MSA102260,46,10,22491.63,1988535.73,12.11,1,31,3,No,Growth,SME,High,5,Medium Risk,0
MSA102261,64,4,35830.47,322441.61,11.8,1,28,12,No,Growth,Government,Low,5,Low Risk,0
MSA102262,63,18,32809.38,2726253.96,-3.59,4,22,5,No,Balanced,Self Employed,Low,8,High Risk,0
MSA102263,52,2,18634.71,1990848.84,-9.6,2,44,11,No,Growth,Government,Medium,3,Medium Risk,1
MSA102264,59,17,8972.72,2864464.45,19.97,5,28,4,Yes,Conservative,Corporate,Medium,8,Medium Risk,0
MSA102265,37,13,23067.33,3822675.88,7.45,8,13,0,Yes,Conservative,Self Employed,High,0,Low Risk,0
MSA102266,51,4,26624.29,1353726.44,-4.57,6,25,8,Yes,Conservative,Corporate,High,8,Medium Risk,0
MSA102267,73,11,23998.15,1018842.06,-1.49,3,44,2,No,Balanced,Corporate,High,0,Medium Risk,0
MSA102268,65,7,25648.45,1528834.1,8.53,7,51,1,Yes,High Growth,Private,Low,6,Low Risk,0
MSA102269,34,12,21618.72,110677.75,-5.87,7,46,8,Yes,Balanced,Corporate,Low,5,Medium Risk,0
MSA102270,42,10,24569.96,782659.13,-8.88,9,7,6,No,Conservative,SME,High,6,Medium Risk,0
MSA102271,58,7,23485.5,3963608.3,13.95,2,45,4,Yes,Conservative,Corporate,High,8,Medium Risk,0
MSA102272,60,13,21564.73,1298642.87,11.48,7,6,11,No,High Growth,Self Employed,Medium,9,Medium Risk,0
MSA102273,45,7,32107.95,5183683.19,-0.71,9,24,5,No,Balanced,SME,Low,3,High Risk,0
MSA102274,71,24,42576.7,1031927.03,-8.25,6,19,11,Yes,Conservative,Corporate,High,8,Low Risk,0
MSA102275,59,17,40637.03,4095072.99,4.59,4,19,10,Yes,Growth,SME,Low,2,Medium Risk,0
MSA102276,45,10,29815.27,3687949.14,-1.71,3,36,3,No,Growth,Corporate,High,9,Medium Risk,0
MSA102277,41,10,28993.83,1786235.11,1.93,9,51,0,No,Conservative,SME,High,8,Medium Risk,0
MSA102278,46,24,36290.28,1874383.76,-1.78,5,9,3,Yes,Growth,Government,Medium,0,Medium Risk,0
MSA102279,45,4,34251.62,2895119.33,-4.74,9,48,8,Yes,High Growth,Private,Medium,4,Low Risk,0
MSA102280,41,20,16091.97,4449466.78,1.61,9,59,0,Yes,Conservative,SME,Medium,9,Low Risk,0
MSA102281,37,4,24001.89,1989561.37,18.95,4,36,9,No,Balanced,Self Employed,High,4,Low Risk,0
MSA102282,49,22,29858.59,408022.41,-2.01,6,38,2,No,Conservative,Private,Medium,0,High Risk,0
MSA102283,32,7,33567.93,2147707.93,0.08,1,40,14,No,High Growth,Private,High,0,High Risk,0
MSA102284,45,22,20532.7,1192456.73,-0.12,3,59,14,No,Balanced,Corporate,Low,2,Low Risk,1
MSA102285,59,1,29557.56,4934670.73,4.41,7,29,4,No,High Growth,SME,Low,8,Medium Risk,0
MSA102286,74,12,40072.92,3601550.01,15.31,7,24,6,No,Growth,Private,High,6,Medium Risk,0
MSA102287,52,24,23334.9,319784.69,2.06,4,48,8,Yes,Growth,Self Employed,Medium,5,Medium Risk,0
